Activity,Exchange,Amount,Unit,GHG Impact (kgCO2eq/kg),Contribution (%),Total Activity Impact (kgCO2eq/kg)
"Fiber dyeing, Exhaust, Package, Disperse, Synthetic Fibers, Medium Shade",market for acetic acid,0.004,kilogram,0.010347220074711717,0.2469061691087136,4.190749916076743
"Fiber dyeing, Exhaust, Package, Disperse, Synthetic Fibers, Medium Shade","market for soda ash, light",0.013,kilogram,0.005966966513437609,0.14238421840794804,4.190749916076743
"Fiber dyeing, Exhaust, Package, Reactive, Cellulosic Fibers, Medium Shade","market group for electricity, low voltage",2.3,kilowatt hour,1.5812490922130786,39.87300757488261,3.965713118689252
"Fiber dyeing, Exhaust, Package, Reactive, Cellulosic Fibers, Medium Shade","Heat, for dyeing process, production mix",17.1,megajoule,1.4514650273202716,36.60035367863448,3.965713118689252
"Fiber dyeing, Exhaust, Package, Reactive, Cellulosic Fibers, Medium Shade",market for non-ionic surfactant,0.065,kilogram,0.28303085077037415,7.136947184518521,3.965713118689252
"Fiber dyeing, Exhaust, Package, Reactive, Cellulosic Fibers, Medium Shade","Azo reactive dyes, from monochlorotriazine production",0.036,kilogram,0.19775551938595076,4.986631999525799,3.965713118689252
"Fiber dyeing, Exhaust, Package, Reactive, Cellulosic Fibers, Medium Shade",market for non-ionic surfactant,0.024,kilogram,0.10450369874664284,2.6351804989157515,3.965713118689252
"Fiber dyeing, Exhaust, Package, Reactive, Cellulosic Fibers, Medium Shade",market for ethoxylated alcohol (AE>20),0.025,kilogram,0.0960265699099273,2.4214199826352045,3.965713118689252
"Fiber dyeing, Exhaust, Package, Reactive, Cellulosic Fibers, Medium Shade","market for sodium sulfate, anhydrite",0.125,kilogram,0.08817094846997005,2.22333148745546,3.965713118689252
"Fiber dyeing, Exhaust, Package, Reactive, Cellulosic Fibers, Medium Shade",market group for tap water,104.0,kilogram,0.08752402984087557,2.207018693016403,3.965713118689252
"Fiber dyeing, Exhaust, Package, Reactive, Cellulosic Fibers, Medium Shade",market for wastewater from textile production,-0.0936,cubic meter,0.04381801121940444,1.1049213573443553,3.965713118689252
"Fiber dyeing, Exhaust, Package, Reactive, Cellulosic Fibers, Medium Shade",market for acetic acid,0.008,kilogram,0.020694440149423433,0.5218340190039608,3.965713118689252
"Fiber dyeing, Exhaust, Package, Reactive, Cellulosic Fibers, Medium Shade","market for soda ash, light",0.025,kilogram,0.011474935725087556,0.28935365170540256,3.965713118689252
"Fiber dyeing, Exhaust, Package, Vat, Cellulosic Fibers, Medium Shade","market group for electricity, low voltage",2.3,kilowatt hour,1.5812490922130786,39.44159242477146,4.0090903916444525
"Fiber dyeing, Exhaust, Package, Vat, Cellulosic Fibers, Medium Shade","Heat, for dyeing process, production mix",17.1,megajoule,1.4514650273202716,36.20434775791893,4.0090903916444525
"Fiber dyeing, Exhaust, Package, Vat, Cellulosic Fibers, Medium Shade",market for non-ionic surfactant,0.065,kilogram,0.28303085077037415,7.0597273476360884,4.0090903916444525
"Fiber dyeing, Exhaust, Package, Vat, Cellulosic Fibers, Medium Shade","Anthraquinone vat dyes, from alkali fusion production",0.036,kilogram,0.24113279334094131,6.014650950337721,4.0090903916444525
"Fiber dyeing, Exhaust, Package, Vat, Cellulosic Fibers, Medium Shade",market for non-ionic surfactant,0.024,kilogram,0.10450369874664284,2.6066685591435967,4.0090903916444525
"Fiber dyeing, Exhaust, Package, Vat, Cellulosic Fibers, Medium Shade",market for ethoxylated alcohol (AE>20),0.025,kilogram,0.0960265699099273,2.395220873793744,4.0090903916444525
"Fiber dyeing, Exhaust, Package, Vat, Cellulosic Fibers, Medium Shade","market for sodium sulfate, anhydrite",0.125,kilogram,0.08817094846997005,2.1992756425181024,4.0090903916444525
"Fiber dyeing, Exhaust, Package, Vat, Cellulosic Fibers, Medium Shade",market group for tap water,104.0,kilogram,0.08752402984087557,2.1831393480997288,4.0090903916444525
"Fiber dyeing, Exhaust, Package, Vat, Cellulosic Fibers, Medium Shade",market for wastewater from textile production,-0.0936,cubic meter,0.04381801121940444,1.0929664073109393,4.0090903916444525
"Fiber dyeing, Exhaust, Package, Vat, Cellulosic Fibers, Medium Shade",market for acetic acid,0.008,kilogram,0.020694440149423433,0.5161879161555888,4.0090903916444525
"Fiber dyeing, Exhaust, Package, Vat, Cellulosic Fibers, Medium Shade","market for soda ash, light",0.025,kilogram,0.011474935725087556,0.28622292350910944,4.0090903916444525
"Garment dyeing, Exhaust, Front Loader, Reactive, Cellulosic Fibers, Medium Shade","market group for electricity, low voltage",2.9,kilowatt hour,1.9937488551195504,44.807165467148494,4.4496205781669405
"Garment dyeing, Exhaust, Front Loader, Reactive, Cellulosic Fibers, Medium Shade","Heat, for dyeing process, production mix",23.2,megajoule,1.9692390954854522,44.25633738633727,4.4496205781669405
"Garment dyeing, Exhaust, Front Loader, Reactive, Cellulosic Fibers, Medium Shade",market group for tap water,136.0,kilogram,0.11445450036121645,2.572230561023856,4.4496205781669405
"Garment dyeing, Exhaust, Front Loader, Reactive, Cellulosic Fibers, Medium Shade","Azo reactive dyes, from monochlorotriazine production",0.01592,kilogram,0.08745188525993088,1.9653784794378453,4.4496205781669405
"Garment dyeing, Exhaust, Front Loader, Reactive, Cellulosic Fibers, Medium Shade","market for soda ash, light",0.128,kilogram,0.05875167100474622,1.3203748493304002,4.4496205781669405
"Garment dyeing, Exhaust, Front Loader, Reactive, Cellulosic Fibers, Medium Shade",market for ethoxylated alcohol (AE>20),0.015,kilogram,0.05761594194290601,1.2948506716642656,4.4496205781669405
"Garment dyeing, Exhaust, Front Loader, Reactive, Cellulosic Fibers, Medium Shade",market for wastewater from textile production,-0.1224,cubic meter,0.057300476229922966,1.2877609500252805,4.4496205781669405
"Garment dyeing, Exhaust, Front Loader, Reactive, Cellulosic Fibers, Medium Shade",market for non-ionic surfactant,0.012,kilogram,0.05225184937332142,1.1742989869677163,4.4496205781669405
"Garment dyeing, Exhaust, Front Loader, Reactive, Cellulosic Fibers, Medium Shade",market for acetic acid,0.008,kilogram,0.020694440149423433,0.4650832534118827,4.4496205781669405
"Garment dyeing, Exhaust, Front Loader, Reactive, Cellulosic Fibers, Medium Shade",market for acetic acid,0.008,kilogram,0.020694440149423433,0.4650832534118827,4.4496205781669405
"Garment dyeing, Exhaust, Front Loader, Reactive, Cellulosic Fibers, Medium Shade",market for non-ionic surfactant,0.004,kilogram,0.01741728312289821,0.3914329956212449,4.4496205781669405
"Heat, for dyeing process, production mix","heat production, natural gas, at industrial furnace >100kW",0.475,megajoule,0.03523136570501134,41.506777115415346,0.08488099571558073
"Heat, for dyeing process, production mix","heat production, light fuel oil, at industrial furnace 1MW",0.285,megajoule,0.028438344927111305,33.503783370311204,0.08488099571558073
"Heat, for dyeing process, production mix","heat production, at hard coal industrial furnace 1-10MW",0.16000000000000003,megajoule,0.02121128630672557,24.98944095542936,0.08488099571558073
"Yarn dyeing, Continuous, Rope, Indigo, Cellulosic Fibers, Medium Shade","Heat, for dyeing process, production mix",31.5,megajoule,2.673751358437494,33.86776540504956,7.894678985932883
"Yarn dyeing, Continuous, Rope, Indigo, Cellulosic Fibers, Medium Shade","market group for electricity, low voltage",3.6,kilowatt hour,2.4749985783700756,31.35021174109988,7.894678985932883
"Yarn dyeing, Continuous, Rope, Indigo, Cellulosic Fibers, Medium Shade","market for sodium hydroxide, without water, in 50% solution state",0.75,kilogram,1.1544619804449525,14.623292251680253,7.894678985932883
"Yarn dyeing, Continuous, Rope, Indigo, Cellulosic Fibers, Medium Shade",market for non-ionic surfactant,0.12,kilogram,0.5225184936314159,6.618616090185103,7.894678985932883
"Yarn dyeing, Continuous, Rope, Indigo, Cellulosic Fibers, Medium Shade","Anthraquinone vat dyes, from alkali fusion production",0.05,kilogram,0.33490665732773867,4.242182081430941,7.894678985932883
"Yarn dyeing, Continuous, Rope, Indigo, Cellulosic Fibers, Medium Shade","market for EDTA, ethylenediaminetetraacetic acid",0.06,kilogram,0.33347868818843235,4.224094339777977,7.894678985932883
"Yarn dyeing, Continuous, Rope, Indigo, Cellulosic Fibers, Medium Shade",market for sodium hydrosulfide,0.09,kilogram,0.2111276595170806,2.674303285710261,7.894678985932883
"Yarn dyeing, Continuous, Rope, Indigo, Cellulosic Fibers, Medium Shade",market group for tap water,150.0,kilogram,0.1262365813026594,1.5990084147511736,7.894678985932883
"Yarn dyeing, Continuous, Rope, Indigo, Cellulosic Fibers, Medium Shade",market for wastewater from textile production,-0.135,cubic meter,0.0631990547484766,0.8005272267699257,7.894678985932883
"Yarn dyeing, Exhaust, Hank, Acid, Animal Fibers, Medium Shade","market group for electricity, low voltage",4.4,kilowatt hour,3.0249982615772213,45.01017061269336,6.720699389493403
"Yarn dyeing, Exhaust, Hank, Acid, Animal Fibers, Medium Shade","Heat, for dyeing process, production mix",35.2,megajoule,2.9878110495681303,44.45684706920581,6.720699389493403
"Yarn dyeing, Exhaust, Hank, Acid, Animal Fibers, Medium Shade","Azo acid dyes, from bromisation production",0.03576666667,kilogram,0.2811084560499205,4.182726227710508,6.720699389493403
"Yarn dyeing, Exhaust, Hank, Acid, Animal Fibers, Medium Shade",market for non-ionic surfactant,0.03333333333,kilogram,0.1451440260095855,2.1596565714052307,6.720699389493403
"Yarn dyeing, Exhaust, Hank, Acid, Animal Fibers, Medium Shade",market for non-ionic surfactant,0.025,kilogram,0.10885801947739214,1.6197424281105617,6.720699389493403
"Yarn dyeing, Exhaust, Hank, Acid, Animal Fibers, Medium Shade",market for acetic acid,0.0375,kilogram,0.09700518820592222,1.4433793655102662,6.720699389493403
"Yarn dyeing, Exhaust, Hank, Acid, Animal Fibers, Medium Shade",market group for tap water,60.0,kilogram,0.050494632544729225,0.7513300271050427,6.720699389493403
"Yarn dyeing, Exhaust, Hank, Acid, Animal Fibers, Medium Shade",market for wastewater from textile production,-0.054,cubic meter,0.025279621873160473,0.3761457016315979,6.720699389493403
"Yarn dyeing, Exhaust, Hank, Acid, Synthetic Fibers, Medium Shade","market group for electricity, low voltage",3.2,kilowatt hour,2.1999987361607505,55.27483675706332,3.980108970434223
"Yarn dyeing, Exhaust, Hank, Acid, Synthetic Fibers, Medium Shade","Heat, for dyeing process, production mix",14.3,megajoule,1.213798238733336,30.496608202184788,3.980108970434223
"Yarn dyeing, Exhaust, Hank, Acid, Synthetic Fibers, Medium Shade","Azo acid dyes, from bromisation production",0.02861333333,kilogram,0.22488676483128694,5.650266525410036,3.980108970434223
"Yarn dyeing, Exhaust, Hank, Acid, Synthetic Fibers, Medium Shade",market for non-ionic surfactant,0.02666666667,kilogram,0.11611522084392845,2.917387983758155,3.980108970434223
"Yarn dyeing, Exhaust, Hank, Acid, Synthetic Fibers, Medium Shade",market for non-ionic surfactant,0.02,kilogram,0.08708641561509256,2.1880409873700413,3.980108970434223
"Yarn dyeing, Exhaust, Hank, Acid, Synthetic Fibers, Medium Shade",market for acetic acid,0.03,kilogram,0.07760415057945869,1.9497996450833908,3.980108970434223
"Yarn dyeing, Exhaust, Hank, Acid, Synthetic Fibers, Medium Shade",market group for tap water,48.0,kilogram,0.040395706026146984,1.0149396995464643,3.980108970434223
"Yarn dyeing, Exhaust, Hank, Acid, Synthetic Fibers, Medium Shade",market for wastewater from textile production,-0.0432,cubic meter,0.02022369765896852,0.5081191949566685,3.980108970434223
"Yarn dyeing, Exhaust, Hank, Disperse, Synthetic Fibers, Medium Shade","market group for electricity, low voltage",2.7,kilowatt hour,1.8562489338079797,38.28516196286076,4.848481340130332
"Yarn dyeing, Exhaust, Hank, Disperse, Synthetic Fibers, Medium Shade","Heat, for dyeing process, production mix",21.3,megajoule,1.8079652052112025,37.289309339955146,4.848481340130332
"Yarn dyeing, Exhaust, Hank, Disperse, Synthetic Fibers, Medium Shade",market for silicone product,0.1785714286,kilogram,0.6247560917627153,12.885603716604614,4.848481340130332
"Yarn dyeing, Exhaust, Hank, Disperse, Synthetic Fibers, Medium Shade",market for non-ionic surfactant,0.04285714286,kilogram,0.1866137477393502,3.8489113321890978,4.848481340130332
"Yarn dyeing, Exhaust, Hank, Disperse, Synthetic Fibers, Medium Shade","Azo disperse dyes, from diazotization-coupling production",0.02414285714,kilogram,0.14201013011729807,2.928961053059981,4.848481340130332
"Yarn dyeing, Exhaust, Hank, Disperse, Synthetic Fibers, Medium Shade",market for non-ionic surfactant,0.01904761905,kilogram,0.08293944345518392,1.7106272590698353,4.848481340130332
"Yarn dyeing, Exhaust, Hank, Disperse, Synthetic Fibers, Medium Shade",market for acetic acid,0.025,kilogram,0.06467012548681438,1.3338223033168561,4.848481340130332
"Yarn dyeing, Exhaust, Hank, Disperse, Synthetic Fibers, Medium Shade",market for non-ionic surfactant,0.01071428571,kilogram,0.04665343692165885,0.9622278327754635,4.848481340130332
"Yarn dyeing, Exhaust, Hank, Disperse, Synthetic Fibers, Medium Shade",market group for tap water,29.0,kilogram,0.024405739043565862,0.5033687320102135,4.848481340130332
"Yarn dyeing, Exhaust, Hank, Disperse, Synthetic Fibers, Medium Shade",market for wastewater from textile production,-0.0261,cubic meter,0.012218484111495162,0.2520064171509571,4.848481340130332
"Yarn dyeing, Exhaust, Hank, Reactive, Cellulosic Fibers, Medium Shade","market group for electricity, low voltage",3.2,kilowatt hour,2.1999987361607505,38.271142774594324,5.748453212171087
"Yarn dyeing, Exhaust, Hank, Reactive, Cellulosic Fibers, Medium Shade","Heat, for dyeing process, production mix",24.4,megajoule,2.071096287306779,36.02875783909465,5.748453212171087
"Yarn dyeing, Exhaust, Hank, Reactive, Cellulosic Fibers, Medium Shade",market for silicone product,0.225,kilogram,0.7871926756580143,13.693991176466508,5.748453212171087
"Yarn dyeing, Exhaust, Hank, Reactive, Cellulosic Fibers, Medium Shade",market for non-ionic surfactant,0.054,kilogram,0.23513332215510843,4.09037550583634,5.748453212171087
"Yarn dyeing, Exhaust, Hank, Reactive, Cellulosic Fibers, Medium Shade","Azo reactive dyes, from monochlorotriazine production",0.03,kilogram,0.1647962660842877,2.866793205089811,5.748453212171087
"Yarn dyeing, Exhaust, Hank, Reactive, Cellulosic Fibers, Medium Shade",market for non-ionic surfactant,0.024,kilogram,0.10450369874664284,1.8179446694526313,5.748453212171087
"Yarn dyeing, Exhaust, Hank, Reactive, Cellulosic Fibers, Medium Shade",market for acetic acid,0.0315,kilogram,0.0814843581027129,1.4175005883354441,5.748453212171087
"Yarn dyeing, Exhaust, Hank, Reactive, Cellulosic Fibers, Medium Shade",market for non-ionic surfactant,0.0135,kilogram,0.05878333053877711,1.022593876459085,5.748453212171087
"Yarn dyeing, Exhaust, Hank, Reactive, Cellulosic Fibers, Medium Shade",market group for tap water,36.0,kilogram,0.030296779518963323,0.5270422912169929,5.748453212171087
"Yarn dyeing, Exhaust, Hank, Reactive, Cellulosic Fibers, Medium Shade",market for wastewater from textile production,-0.0324,cubic meter,0.01516777307403945,0.2638583374380611,5.748453212171087
"Yarn dyeing, Exhaust, Hank, Vat, Cellulosic Fibers, Medium Shade","market group for electricity, low voltage",3.2,kilowatt hour,2.1999987361607505,25.95783516463157,8.475278166333082
"Yarn dyeing, Exhaust, Hank, Vat, Cellulosic Fibers, Medium Shade",market for silicone product,0.625,kilogram,2.186646320866494,25.800289712645142,8.475278166333082
"Yarn dyeing, Exhaust, Hank, Vat, Cellulosic Fibers, Medium Shade","Heat, for dyeing process, production mix",24.4,megajoule,2.071096287306779,24.436912236508466,8.475278166333082
"Yarn dyeing, Exhaust, Hank, Vat, Cellulosic Fibers, Medium Shade",market for non-ionic surfactant,0.15,kilogram,0.6531481169950408,7.706509499470886,8.475278166333082
"Yarn dyeing, Exhaust, Hank, Vat, Cellulosic Fibers, Medium Shade","Anthraquinone vat dyes, from alkali fusion production",0.08333333333,kilogram,0.558177762519332,6.585952125283853,8.475278166333082
"Yarn dyeing, Exhaust, Hank, Vat, Cellulosic Fibers, Medium Shade",market for non-ionic surfactant,0.06666666667,kilogram,0.29028805200239827,3.4251153331524744,8.475278166333082
"Yarn dyeing, Exhaust, Hank, Vat, Cellulosic Fibers, Medium Shade",market for acetic acid,0.0875,kilogram,0.22634543920914288,2.6706549893343925,8.475278166333082
"Yarn dyeing, Exhaust, Hank, Vat, Cellulosic Fibers, Medium Shade",market for non-ionic surfactant,0.0375,kilogram,0.1632870292487602,1.9266273748677214,8.475278166333082
"Yarn dyeing, Exhaust, Hank, Vat, Cellulosic Fibers, Medium Shade",market group for tap water,100.0,kilogram,0.08415772094893167,0.9929788650859515,8.475278166333082
"Yarn dyeing, Exhaust, Hank, Vat, Cellulosic Fibers, Medium Shade",market for wastewater from textile production,-0.09,cubic meter,0.04213270283963397,0.4971247198351618,8.475278166333082
"Yarn dyeing, Exhaust, Package, Acid, Animal Fibers, Medium Shade","market group for electricity, low voltage",2.8,kilowatt hour,1.9249988945468077,46.00342465966412,4.184468675512869
"Yarn dyeing, Exhaust, Package, Acid, Animal Fibers, Medium Shade","Heat, for dyeing process, production mix",21.6,megajoule,1.8334295043448212,43.815108835056755,4.184468675512869
"Yarn dyeing, Exhaust, Package, Acid, Animal Fibers, Medium Shade","Azo acid dyes, from bromisation production",0.02146,kilogram,0.16866507357388666,4.030740499048288,4.184468675512869
"Yarn dyeing, Exhaust, Package, Acid, Animal Fibers, Medium Shade",market for non-ionic surfactant,0.02,kilogram,0.08708641561509256,2.0811821611836736,4.184468675512869
"Yarn dyeing, Exhaust, Package, Acid, Animal Fibers, Medium Shade",market for non-ionic surfactant,0.015,kilogram,0.06531481170392699,1.5608866207110916,4.184468675512869
"Yarn dyeing, Exhaust, Package, Acid, Animal Fibers, Medium Shade",market for acetic acid,0.0225,kilogram,0.05820311292746774,1.3909319782477303,4.184468675512869
"Yarn dyeing, Exhaust, Package, Acid, Animal Fibers, Medium Shade",market group for tap water,36.0,kilogram,0.030296779518963323,0.7240293061878401,4.184468675512869
"Yarn dyeing, Exhaust, Package, Acid, Animal Fibers, Medium Shade",market for wastewater from textile production,-0.0324,cubic meter,0.01516777307403945,0.36247787354222255,4.184468675512869
"Yarn dyeing, Exhaust, Package, Acid, Animal Fibers, Medium Shade",market for non-ionic surfactant,0.0003,kilogram,0.0013062962340233133,0.031217732412902037,4.184468675512869
"Yarn dyeing, Exhaust, Package, Acid, Synthetic Fibers, Medium Shade","market group for electricity, low voltage",3.1,kilowatt hour,2.1312487760946053,58.08140272087472,3.669416846450619
"Yarn dyeing, Exhaust, Package, Acid, Synthetic Fibers, Medium Shade","Heat, for dyeing process, production mix",14.1,megajoule,1.1968220397087035,32.6161373806951,3.669416846450619
"Yarn dyeing, Exhaust, Package, Acid, Synthetic Fibers, Medium Shade","Azo acid dyes, from bromisation production",0.017168,kilogram,0.13493205886947732,3.6772071562268924,3.669416846450619
"Yarn dyeing, Exhaust, Package, Acid, Synthetic Fibers, Medium Shade",market for non-ionic surfactant,0.016,kilogram,0.06966913249159284,1.8986431742957448,3.669416846450619
"Yarn dyeing, Exhaust, Package, Acid, Synthetic Fibers, Medium Shade",market for non-ionic surfactant,0.012,kilogram,0.05225184937332142,1.423982380847899,3.669416846450619
"Yarn dyeing, Exhaust, Package, Acid, Synthetic Fibers, Medium Shade",market for acetic acid,0.018,kilogram,0.04656249034697608,1.2689343374006523,3.669416846450619
"Yarn dyeing, Exhaust, Package, Acid, Synthetic Fibers, Medium Shade",market group for tap water,29.0,kilogram,0.024405739043565862,0.6651121980642027,3.669416846450619
"Yarn dyeing, Exhaust, Package, Acid, Synthetic Fibers, Medium Shade",market for wastewater from textile production,-0.0261,cubic meter,0.012218484111495162,0.33298163230797695,3.669416846450619
"Yarn dyeing, Exhaust, Package, Acid, Synthetic Fibers, Medium Shade",market for non-ionic surfactant,0.0003,kilogram,0.0013062962340233133,0.03559955951275684,3.669416846450619
"Yarn dyeing, Exhaust, Package, Disperse, Synthetic Fibers, Medium Shade","Heat, for dyeing process, production mix",16.6,megajoule,1.4090245245709194,36.861426719337615,3.8224904730335383
"Yarn dyeing, Exhaust, Package, Disperse, Synthetic Fibers, Medium Shade",market for silicone product,0.25,kilogram,0.8746585279354978,22.881902102985922,3.8224904730335383
"Yarn dyeing, Exhaust, Package, Disperse, Synthetic Fibers, Medium Shade","market group for electricity, low voltage",1.1,kilowatt hour,0.7562495653943053,19.78421060116191,3.8224904730335383
"Yarn dyeing, Exhaust, Package, Disperse, Synthetic Fibers, Medium Shade",market for non-ionic surfactant,0.06,kilogram,0.26125924681570795,6.834791313642488,3.8224904730335383
"Yarn dyeing, Exhaust, Package, Disperse, Synthetic Fibers, Medium Shade","Azo disperse dyes, from diazotization-coupling production",0.0338,kilogram,0.19881418177611485,5.201168797638242,3.8224904730335383
"Yarn dyeing, Exhaust, Package, Disperse, Synthetic Fibers, Medium Shade",market for non-ionic surfactant,0.02666666667,kilogram,0.11611522084392845,3.037685029252123,3.8224904730335383
"Yarn dyeing, Exhaust, Package, Disperse, Synthetic Fibers, Medium Shade",market for acetic acid,0.035,kilogram,0.09053817567423755,2.368565109918671,3.8224904730335383
"Yarn dyeing, Exhaust, Package, Disperse, Synthetic Fibers, Medium Shade",market for non-ionic surfactant,0.015,kilogram,0.06531481170392699,1.708697828410622,3.8224904730335383
"Yarn dyeing, Exhaust, Package, Disperse, Synthetic Fibers, Medium Shade",market group for tap water,40.0,kilogram,0.03366308837457406,0.8806585290939639,3.8224904730335383
"Yarn dyeing, Exhaust, Package, Disperse, Synthetic Fibers, Medium Shade",market for wastewater from textile production,-0.036,cubic meter,0.016853081334161815,0.440892696870142,3.8224904730335383
"Yarn dyeing, Exhaust, Package, Reactive, Cellulosic Fibers, Medium Shade","Heat, for dyeing process, production mix",15.9,megajoule,1.3496078310800388,26.018693359191275,5.187069974838997
"Yarn dyeing, Exhaust, Package, Reactive, Cellulosic Fibers, Medium Shade",market for silicone product,0.375,kilogram,1.311987792399019,25.29342767232945,5.187069974838997
"Yarn dyeing, Exhaust, Package, Reactive, Cellulosic Fibers, Medium Shade","market group for electricity, low voltage",1.8,kilowatt hour,1.2374992891850378,23.85738567607137,5.187069974838997
"Yarn dyeing, Exhaust, Package, Reactive, Cellulosic Fibers, Medium Shade",market for non-ionic surfactant,0.09,kilogram,0.3918888701841562,7.555110536104154,5.187069974838997
"Yarn dyeing, Exhaust, Package, Reactive, Cellulosic Fibers, Medium Shade","Azo reactive dyes, from monochlorotriazine production",0.05,kilogram,0.2746604438385931,5.295098102992497,5.187069974838997
"Yarn dyeing, Exhaust, Package, Reactive, Cellulosic Fibers, Medium Shade",market for non-ionic surfactant,0.04,kilogram,0.17417283123018512,3.3578269056528645,5.187069974838997
"Yarn dyeing, Exhaust, Package, Reactive, Cellulosic Fibers, Medium Shade","market for soda ash, light",0.3,kilogram,0.137699228390816,2.6546630189828906,5.187069974838997
"Yarn dyeing, Exhaust, Package, Reactive, Cellulosic Fibers, Medium Shade",market for acetic acid,0.0525,kilogram,0.13580726350126743,2.618188383037628,5.187069974838997
"Yarn dyeing, Exhaust, Package, Reactive, Cellulosic Fibers, Medium Shade",market for non-ionic surfactant,0.0225,kilogram,0.09797221754603905,1.8887776340260385,5.187069974838997
"Yarn dyeing, Exhaust, Package, Reactive, Cellulosic Fibers, Medium Shade",market group for tap water,60.0,kilogram,0.050494632544729225,0.9734712041608142,5.187069974838997
"Yarn dyeing, Exhaust, Package, Reactive, Cellulosic Fibers, Medium Shade",market for wastewater from textile production,-0.054,cubic meter,0.025279621873160473,0.4873584122786994,5.187069974838997
"Yarn dyeing, Exhaust, Package, Vat, Cellulosic Fibers, Medium Shade","Heat, for dyeing process, production mix",15.9,megajoule,1.3496078310800388,26.41309207401666,5.1096169554782565
"Yarn dyeing, Exhaust, Package, Vat, Cellulosic Fibers, Medium Shade",market for silicone product,0.375,kilogram,1.311987792399019,25.676832604690187,5.1096169554782565
"Yarn dyeing, Exhaust, Package, Vat, Cellulosic Fibers, Medium Shade","market group for electricity, low voltage",1.8,kilowatt hour,1.2374992891850378,24.2190226775856,5.1096169554782565
"Yarn dyeing, Exhaust, Package, Vat, Cellulosic Fibers, Medium Shade",market for non-ionic surfactant,0.09,kilogram,0.3918888701841562,7.669633039008805,5.1096169554782565
"Yarn dyeing, Exhaust, Package, Vat, Cellulosic Fibers, Medium Shade","Anthraquinone vat dyes, from alkali fusion production",0.05,kilogram,0.33490665732773867,6.554437646615952,5.1096169554782565
"Yarn dyeing, Exhaust, Package, Vat, Cellulosic Fibers, Medium Shade",market for non-ionic surfactant,0.04,kilogram,0.17417283123018512,3.4087257958435884,5.1096169554782565
"Yarn dyeing, Exhaust, Package, Vat, Cellulosic Fibers, Medium Shade",market for acetic acid,0.0525,kilogram,0.13580726350126743,2.6578756232531715,5.1096169554782565
"Yarn dyeing, Exhaust, Package, Vat, Cellulosic Fibers, Medium Shade",market for non-ionic surfactant,0.0225,kilogram,0.09797221754603905,1.9174082597522013,5.1096169554782565
"Yarn dyeing, Exhaust, Package, Vat, Cellulosic Fibers, Medium Shade",market group for tap water,60.0,kilogram,0.050494632544729225,0.9882273560759108,5.1096169554782565
"Yarn dyeing, Exhaust, Package, Vat, Cellulosic Fibers, Medium Shade",market for wastewater from textile production,-0.054,cubic meter,0.025279621873160473,0.4947459289694313,5.1096169554782565
