descriptor,Activity,ACD,ETF,FRU,FWE,GHG,HTC,HTN,IOR,LDU,MRU,OZD,PCO,PMA,SWE,TRE,WTU,P_dqr,TiR_dqr,TeR_dqr,GR_dqr,Input_required_kg
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#SYNTHETIC_FIBERS/POLYAMIDE?DTEX=45@WORLD,"Spinning to yarn, Polyamides (Nylon 6, Nylon 6.6, PA 11, PA 12,…), 45 dtex, Ring Spinning",0.1099579268094306,54.70504593665429,291.2619710323816,0.0103383056102957,21.99112792777649,2.449690027953447e-09,1.2930044637312773e-07,2.906256386751338,42.06399315934368,2.1991560550771633e-05,1.3720151227629097e-07,0.0651680653879499,1.0381356124221668e-06,0.0225364787219271,0.2254495525421679,5.366383327225287,2.0,2.0,2.0,3.0,1.0748
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#SYNTHETIC_FIBERS/POLYAMIDE?DTEX=170@WORLD,"Spinning to yarn, Polyamides (Nylon 6, Nylon 6.6, PA 11, PA 12,…), 170 dtex, Ring Spinning",0.021323986544726,10.66418892443981,56.5195803465548,0.0020042413365864,4.2665485783087895,4.85288617591307e-10,2.5152995105855893e-08,0.5622505909981648,8.223374604972337,4.370669685296815e-06,2.6832998910573645e-08,0.0126544884686483,2.0231639018761037e-07,0.0043715507294207,0.0437948674732162,1.0425186529280948,2.01,2.01,2.01,3.0,1.065
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/FOR_WOVEN/RING#PLANT_FIBERS/COTTON?DTEX=170@WORLD,"Spinning to yarn, Coton Combed - Weaving, 170 dtex, Ring Spinning",0.0158766227362938,8.020991891568627,42.157069664640304,0.0014940825902279,3.1843322127749936,3.81757347389488e-10,1.8890096738054257e-08,0.4170917365015633,6.176057299629212,3.35690418975845e-06,2.0172127568178697e-08,0.0094569133482118,1.5196540297284754e-07,0.003258480855477,0.0326712268362203,0.781511998835082,2.02,2.02,2.02,3.0,1.2158
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/MELT_DTY#SYNTHETIC_FIBERS/MICROFIBER@WORLD,"Spinning to filament, Microfibers, Melt Spinning (FDY/DTY)",0.0032319061810204,1.8951066091870523,12.560026093723955,0.0002770044710711,0.8854379361913858,1.0821573258666453e-10,4.108231016429436e-09,0.0754968865534895,1.425651155694528,1.1269482412334757e-06,1.1675348228028008e-08,0.0025840704328422,3.116901963679695e-08,0.00069824720141,0.0072591002040403,0.1614071283167746,2.08,2.08,2.08,3.0,1.0309
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#SYNTHETIC_FIBERS/ACRYLIC?DTEX=45@WORLD,"Spinning to yarn, Acrylic, Modacrylic, PAN (Polyacrylonitrile), 45 dtex, Ring Spinning",0.1149667520991688,57.22521571579288,304.7323864335705,0.0108083161382863,23.00705639891364,2.562962231635053e-09,1.352437800386253e-07,3.0380343958081832,43.99187698101389,2.3047641674592253e-05,1.4374190108801562e-07,0.068266595432654,1.0854462560499814e-06,0.0235625723587722,0.2357144477703602,5.6108531620259186,2.0,2.0,2.0,3.0,1.136
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#CELLULOSE_BASED_FIBERS/MMCF?DTEX=370@WORLD,"Spinning to yarn, MMCF (Rayon, Viscose, Lyocell), 370 dtex, Open-End (Rotor)",0.0049433042098583,2.535216839277868,13.222289743803104,0.000463918424766,0.9967682601857224,1.2287431769222567e-10,5.9275832429340864e-09,0.1288826372318442,1.968141529649701,1.1282120909522832e-06,6.553365791267925e-09,0.0030004787144163,4.783778121453399e-08,0.0010144598561465,0.010215369580434,0.2435315873766323,2.03,2.03,2.03,3.0,1.1135
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#ANIMAL_FIBERS/WOOL_WOOLEN?DTEX=200@WORLD,"Spinning to yarn, Woollen Wool, 200 dtex, Ring Spinning",0.0113788222581432,6.152000331664598,32.62766701316259,0.0010599473487182,2.4511349932690423,3.0892132420652727e-10,1.4302064922053114e-08,0.2901476518020546,4.639931412047106,3.1679720324097795e-06,1.822586490953738e-08,0.0083160326529925,1.1046782545446733e-07,0.0023316802551869,0.0234455680843412,0.5635492337061654,2.12,2.12,2.12,3.0,1.2195
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#SYNTHETIC_FIBERS/ACRYLIC?DTEX=120@WORLD,"Spinning to yarn, Acrylic, Modacrylic, PAN (Polyacrylonitrile), 120 dtex, Open-End (Rotor)",0.0177078405616456,8.888615383647226,47.09964871666724,0.0016638080153385,3.5543210985922133,4.0656134177350854e-10,2.0946370336490456e-08,0.4662145452396988,6.847046343284761,3.68681682252563e-06,2.25533597041612e-08,0.0106086532511854,1.6823440013210928e-07,0.0036303156181606,0.0363759747934976,0.8662715241024246,2.01,2.01,2.01,3.0,1.1442
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/MELT_DTY#CELLULOSE_BASED_FIBERS/ACETATE@WORLD,"Spinning to filament, Acetate, Triacetate, Melt Spinning (FDY/DTY)",0.002632732710957,1.547605048793396,10.247890637280335,0.0002243946129973,0.7230020653885849,9.174434626265558e-11,3.384624763702665e-09,0.0607685366151243,1.1997401262331375,9.863548958158352e-07,9.590003755922897e-09,0.002151686635851,2.5759892440933694e-08,0.00056711761933,0.0059406662835164,0.1317445720928215,2.1,2.1,2.1,3.0,1.0309
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#SYNTHETIC_FIBERS/POLYESTER?DTEX=330@WORLD,"Spinning to yarn, Polyester (PET, PBT, PTT, PLA etc), 330 dtex, Open-End (Rotor)",0.0050188879706575,2.5784799298736294,13.459736851509312,0.0004708509264538,1.0144831373827996,1.2496096043398032e-10,6.026917884664863e-09,0.1307568747622237,1.9998207320373924,1.1542113785636787e-06,6.702679256038777e-09,0.003069082945849,4.8564613564668834e-08,0.0010298717540853,0.0103701579756519,0.2472410795699607,2.03,2.03,2.03,3.0,1.0418
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#ANIMAL_FIBERS/SILK?DTEX=370@WORLD,"Spinning to yarn, Spun Silk, 370 dtex, Open-End (Rotor)",0.0062075663858104,3.1601670638403685,16.549447826718538,0.000582893493952,1.2481119137131038,1.5066047402059238e-10,7.407149839619435e-09,0.162388029434275,2.4492386206608834,1.3733194543576807e-06,8.096285948344307e-09,0.0037359895006459,5.975179217385477e-08,0.0012736064520439,0.0128065349067397,0.3051939433450809,2.02,2.02,2.02,3.0,1.2358
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#SYNTHETIC_FIBERS/ACRYLIC?DTEX=300@WORLD,"Spinning to yarn, Acrylic, Modacrylic, PAN (Polyacrylonitrile), 300 dtex, Ring Spinning",0.0124415611687517,6.274744474894965,33.1523080666957,0.0011683086480945,2.501263980124812,2.901641810565565e-10,1.476031520684352e-08,0.3268203736529684,4.843960941847163,2.651132108966265e-06,1.6005513941148242e-08,0.0074924514188238,1.1861444197758349e-07,0.002550826167094,0.025589887465848,0.6092977653570585,2.02,2.02,2.02,3.0,1.1133
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#ANIMAL_FIBERS/WOOL_WOOLEN?DTEX=70@WORLD,"Spinning to yarn, Woollen Wool, 70 dtex, Ring Spinning",0.0388232708691169,19.78941825860231,105.31209002431297,0.0036404475518808,7.939296708997329,9.175914244598578e-10,4.6568974129040046e-08,1.0159232460869043,15.118814005941273,8.626735946943215e-06,5.2497655490313694e-08,0.0245763770598478,3.6928219629699067e-07,0.0079562453617269,0.0796929697536694,1.902407360927353,2.04,2.04,2.04,3.0,1.3605
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#SYNTHETIC_FIBERS/ACRYLIC?DTEX=170@WORLD,"Spinning to yarn, Acrylic, Modacrylic, PAN (Polyacrylonitrile), 170 dtex, Ring Spinning",0.0223487779698343,11.201251048567174,59.415620188229866,0.0020997485511423,4.484174098812945,5.100098515787075e-10,2.640851701438457e-08,0.5887436525569659,8.62840817455487,4.627970716378939e-06,2.8378530098386048e-08,0.0133779514081549,2.1204890434278533e-07,0.0045811916717561,0.0458945848503712,1.0926201241935125,2.01,2.01,2.01,3.0,1.1249
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#ANIMAL_FIBERS/SILK?DTEX=330@WORLD,"Spinning to yarn, Spun Silk, 330 dtex, Open-End (Rotor)",0.0069626233019194,3.536121544953779,18.554258804621583,0.0006538661257602,1.3994590280360983,1.6745097344506576e-10,8.295798375920292e-09,0.182339204689416,2.737901992361095,1.5249250144888082e-06,9.044022488688205e-09,0.0041865919416565,6.687390834217758e-08,0.0014283395698601,0.0143540027857853,0.3420312198495663,2.02,2.02,2.02,3.0,1.2506
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#SYNTHETIC_FIBERS/POLYESTER?DTEX=120@WORLD,"Spinning to yarn, Polyester (PET, PBT, PTT, PLA etc), 120 dtex, Open-End (Rotor)",0.0147942794339127,7.440911169261716,39.38323329019207,0.0013898519482733,2.9716814776008387,3.419878435975766e-10,1.7522851486536674e-08,0.3891627501440433,5.73465183885451,3.107585635628097e-06,1.8925343065067952e-08,0.0088824351025316,1.4075948041381158e-07,0.0030332009250909,0.0304046501861716,0.724138115768413,2.01,2.01,2.01,3.0,1.0496
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#PLANT_FIBERS/COTTON?DTEX=370@WORLD,"Spinning to yarn, Cotton, 370 dtex, Open-End (Rotor)",0.0040441890891107,2.08204020740646,10.79910414428563,0.0003795727997882,0.8140426322736058,1.0248424658657188e-10,4.859260171709914e-09,0.105244938141036,1.6216824075053586,9.37118858322066e-07,5.371677445891686e-09,0.0024409732157803,3.9343277765292557e-08,0.0008302805737666,0.0083727740189332,0.199644655750303,2.03,2.03,2.03,3.0,1.1569
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#SYNTHETIC_FIBERS/POLYESTER?DTEX=170@WORLD,"Spinning to yarn, Polyester (PET, PBT, PTT, PLA etc), 170 dtex, Open-End (Rotor)",0.0096511019820345,4.8840475398966845,25.75332487737024,0.0009062893700829,1.9425832415354003,2.2790565614908604e-10,1.147707751266171e-08,0.253175035670164,3.770334973665213,2.0826012339666237e-06,1.2508425298147432e-08,0.0058298061927674,9.22560502277038e-08,0.0019791592480002,0.0198637686775814,0.4732313906181777,2.02,2.02,2.02,3.0,1.0477
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#SYNTHETIC_FIBERS/ELASTANE?DTEX=70@WORLD,"Spinning to yarn, Elastane (Spandex/Lycra), 70 dtex, Ring Spinning",0.0908660798626871,45.21859744753973,240.69820531168313,0.0085431391223955,18.173234296982173,2.026555788560715e-09,1.0686697036046543e-07,2.4013549970015244,34.7747089095731,1.819600124047355e-05,1.1342800466125893e-07,0.0538565838934463,8.580992432085988e-07,0.0186237335099506,0.1863209361368964,4.435018179556617,2.0,2.0,2.0,3.0,1.0196
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#SYNTHETIC_FIBERS/POLYAMIDE?DTEX=45@WORLD,"Spinning to yarn, Polyamides (Nylon 6, Nylon 6.6, PA 11, PA 12,…), 45 dtex, Open-End (Rotor)",0.0527414498078157,26.2981636513413,139.89662588988952,0.0049578876189168,10.561026753035078,1.1831497446982592e-09,6.211534492587688e-08,1.392669379861998,20.223880274708357,1.0655297607438692e-05,6.61960044252493e-08,0.0313731139151911,4.98606434894164e-07,0.0108101915774197,0.108177089914995,2.57533731959251,2.0,2.0,2.0,3.0,1.0524
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#CELLULOSE_BASED_FIBERS/MMCF?DTEX=330@WORLD,"Spinning to yarn, MMCF (Rayon, Viscose, Lyocell), 330 dtex, Ring Spinning",0.0114845281353567,5.776056025540596,30.45922322330554,0.0010789973217428,2.2988416197131407,2.6778691658383376e-10,1.361723940962739e-08,0.3020124022129725,4.467367602566667,2.4181863753801105e-06,1.4714397389128373e-08,0.0068250242299684,1.0954779915389265e-07,0.0023550345850662,0.0236292115115923,0.5625503174651926,2.01,2.01,2.01,3.0,1.053
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#PLANT_FIBERS/COTTON?DTEX=45@WORLD,"Spinning to yarn, Cotton, 45 dtex, Open-End (Rotor)",0.0365769215071757,18.250043233105476,96.97983822370368,0.0034384664721717,7.321137516132984,8.23724996957277e-10,4.3091664503480194e-08,0.9655377121484044,14.044223642172325,7.410531995191012e-06,4.5910849853611675e-08,0.0217283238013255,3.461347304630684e-07,0.0074976035404477,0.0750483351332632,1.7867134848415471,2.0,2.0,2.0,3.0,1.2364
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/FOR_KNITTED/RING#PLANT_FIBERS/COTTON?DTEX=70@WORLD,"Spinning to yarn, Cotton Combed - Knitting, 70 dtex, Ring Spinning",0.0394374888983543,19.72822667849313,104.55809847787238,0.0037094555489956,7.896008850628134,9.039531159046631e-10,4.6575164371997234e-08,1.0401760988657198,15.171747128430267,8.041309642348708e-06,4.9512446878659526e-08,0.0234170156768909,3.741451708411347e-07,0.0080871186645367,0.0809590648820808,1.9308918560403412,2.01,2.01,2.01,3.0,1.2432
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#SYNTHETIC_FIBERS/POLYAMIDE?DTEX=200@WORLD,"Spinning to yarn, Polyamides (Nylon 6, Nylon 6.6, PA 11, PA 12,…), 200 dtex, Open-End (Rotor)",0.0108155677090686,5.4618746662813775,28.83226998123975,0.0010158054429648,2.1750928214479917,2.53657697003212e-10,1.2843923766273052e-08,0.2839873967234296,4.2145498941668,2.3126068112188364e-06,1.3950911491203212e-08,0.0065164768891074,1.0323505780205656e-07,0.0022178193433508,0.0222503499877356,0.5300349486940265,2.02,2.02,2.02,3.0,1.0466
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#SYNTHETIC_FIBERS/POLYESTER?DTEX=70@WORLD,"Spinning to yarn, Polyester (PET, PBT, PTT, PLA etc), 70 dtex, Open-End (Rotor)",0.0269986376181202,13.506432972730876,71.71473591311606,0.0025373606199788,5.412869446582187,6.125722445539063e-10,3.1865837251659696e-08,0.711888444301177,10.394986327696298,5.536494387642689e-06,3.4135592278818574e-08,0.016118922374592,2.558500977796505e-07,0.0055343830567488,0.0554173744041063,1.31951347553038,2.01,2.01,2.01,3.0,1.0516
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#PLANT_FIBERS/COTTON?DTEX=200@WORLD,"Spinning to yarn, Cotton, 200 dtex, Open-End (Rotor)",0.007508262893298,3.804971862153293,19.984534666184494,0.0007052408729122,1.5075392551088775,1.7938037496158464e-10,8.932756026513094e-09,0.1968187184358337,2.945107546058096,1.6290368233584729e-06,9.701509675066295e-09,0.0045003959936696,7.201369826103139e-08,0.0015401959375592,0.015472335325886,0.3686405192810454,2.02,2.02,2.02,3.0,1.2
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#SYNTHETIC_FIBERS/POLYAMIDE?DTEX=120@WORLD,"Spinning to yarn, Polyamides (Nylon 6, Nylon 6.6, PA 11, PA 12,…), 120 dtex, Ring Spinning",0.0310214082888721,15.48269032118852,82.20269857158982,0.0029160696493618,6.205791276071162,7.002133847682235e-10,3.6547747013172646e-08,0.8187077973526273,11.925869691648977,6.2985678493318115e-06,3.89083959884657e-08,0.0183999884627887,2.937632048639759e-07,0.0063589718843938,0.0636696703995647,1.5155918259973775,2.0,2.0,2.0,3.0,1.0691
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#ANIMAL_FIBERS/SILK?DTEX=150@WORLD,"Spinning to yarn, Spun Silk, 150 dtex, Ring Spinning",0.0290490320033209,14.50264653111427,76.97896229703565,0.0027306112252212,5.811365165348491,6.564994442583605e-10,3.423014763248515e-08,0.7665465002709273,11.172820091416622,5.906449123386623e-06,3.6452358947064166e-08,0.0172314007374052,2.751636703985447e-07,0.0059547466695914,0.0596272979704673,1.4193726101731343,2.0,2.0,2.0,3.0,2.2847
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#ANIMAL_FIBERS/SILK?DTEX=170@WORLD,"Spinning to yarn, Spun Silk, 170 dtex, Open-End (Rotor)",0.0134768081227208,6.774153039630024,35.814785595433975,0.0012663436462773,2.7026950283218834,3.1191423580590155e-10,1.5952426225011506e-08,0.3545858813520243,5.225646787081586,2.822348160975891e-06,1.7167515100778315e-08,0.0080512405669673,1.283057961166214e-07,0.0027633608487421,0.0277047563655893,0.6598200886443426,2.01,2.01,2.01,3.0,1.2855
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#SYNTHETIC_FIBERS/ELASTANE?DTEX=200@WORLD,"Spinning to yarn, Elastane (Spandex/Lycra), 200 dtex, Ring Spinning",0.0256179093062723,12.797773777468638,67.8918120267771,0.0024079899304195,5.125226134736381,5.804551431909973e-10,3.019847699292711e-08,0.6758073164745836,9.862798696084395,5.224323712663609e-06,3.2179855694355124e-08,0.0151985392202131,2.428081370444609e-07,0.0052515612264307,0.0525952342913297,1.251990788484866,2.0,2.0,2.0,3.0,1.0151
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#ANIMAL_FIBERS/SILK?DTEX=300@WORLD,"Spinning to yarn, Spun Silk, 300 dtex, Open-End (Rotor)",0.007888426980816,3.9963987083507377,21.00789577527136,0.0007409095811301,1.5847148758766272,1.8798834094725259e-10,9.384122810508546e-09,0.2068172660725908,3.0915015472608025,1.7094783955507478e-06,1.0199358095799444e-08,0.0047361922337674,7.560488905582638e-08,0.0016180732196691,0.0162514259599458,0.3871960799036619,2.02,2.02,2.02,3.0,1.2557
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#SYNTHETIC_FIBERS/ELASTANE?DTEX=45@WORLD,"Spinning to yarn, Elastane (Spandex/Lycra), 45 dtex, Ring Spinning",0.1568148568420735,77.98754180278681,415.3601183832533,0.0147441648741149,31.361346288007734,3.488184032741785e-09,1.843586966187854e-07,4.14543086421349,59.954025380231776,3.130696299722867e-05,1.955485608381997e-07,0.0929297218152022,1.4799970773456169e-06,0.0321394903569425,0.3214825263534808,7.652223532443736,2.0,2.0,2.0,3.0,1.0202
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/MELT_POY#SYNTHETIC_FIBERS/ACRYLIC@WORLD,"Spinning to filament, Acrylic, Modacrylic, PAN (Polyacrylonitrile), Melt Spinning (POY)",0.0017180758222532,1.177506485533186,9.192365661260498,0.0001327060194558,0.6204725198344612,7.635350899445956e-11,2.345738966268267e-09,0.0349295913412904,0.8160192191151772,8.057579177734267e-07,1.0925244696686336e-08,0.0017542769068767,1.6529848502803232e-08,0.0003958268553543,0.004203545578177,0.0882168615637446,2.12,2.12,2.12,3.0,1.0309
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#SYNTHETIC_FIBERS/ACRYLIC?DTEX=300@WORLD,"Spinning to yarn, Acrylic, Modacrylic, PAN (Polyacrylonitrile), 300 dtex, Open-End (Rotor)",0.0068019414195692,3.4649708618624526,18.18544932672009,0.0006384918560519,1.3712857594718957,1.6451632950331726e-10,8.123013923148863e-09,0.1779000265720926,2.6808543197955936,1.5096892621344137e-06,8.927985968791325e-09,0.004127666916379,6.538011072070829e-08,0.0013952893922432,0.0140245035295178,0.334226507029396,2.03,2.03,2.03,3.0,1.1316
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#PLANT_FIBERS/COTTON?DTEX=330@WORLD,"Spinning to yarn, Cotton, 330 dtex, Open-End (Rotor)",0.0045249484288196,2.321635545352941,12.077028730989266,0.0004247557861963,0.9105075208929272,1.1319079008873151e-10,5.4254815342094855e-09,0.1179434788099487,1.8055899883484443,1.0340679331119066e-06,5.97722668215118e-09,0.0027287899201444,4.3878604223571076e-08,0.0009287991460535,0.0093580721606784,0.2231005118282162,2.03,2.03,2.03,3.0,1.1718
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#ANIMAL_FIBERS/WOOL_WORSTED?DTEX=370@WORLD,"Spinning to yarn, Worsted Wool, 370 dtex, Ring Spinning",0.0078181252223852,4.458660360922036,23.26788474953872,0.0007277024113746,1.7471973364028317,2.5071562199102417e-10,1.0275045608846371e-08,0.1946779271216835,3.319238526373404,2.54076881686552e-06,1.3881603734188247e-08,0.0062372654580207,7.812398379903857e-08,0.0016060208075261,0.0161975915129148,0.3956116131439048,2.19,2.19,2.19,3.0,1.0638
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#CELLULOSE_BASED_FIBERS/MMCF?DTEX=70@WORLD,"Spinning to yarn, MMCF (Rayon, Viscose, Lyocell), 70 dtex, Ring Spinning",0.0679717906807362,33.84456135363178,180.06185750735528,0.0063903227740329,13.594832482357756,1.5202289437298354e-09,8.001454271892636e-08,1.7958477846526404,26.03496199254782,1.3651412395665057e-05,8.517271495044746e-08,0.0402926008656181,6.42239177984526e-07,0.0139317308121645,0.1393997127951165,3.3182211128880565,2.0,2.0,2.0,3.0,1.0732
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#SYNTHETIC_FIBERS/POLYAMIDE?DTEX=150@WORLD,"Spinning to yarn, Polyamides (Nylon 6, Nylon 6.6, PA 11, PA 12,…), 150 dtex, Open-End (Rotor)",0.0143477169651591,7.218242887311135,38.19545384624561,0.0013478864050298,2.8820255651970568,3.3203453231019335e-10,1.699669287541735e-08,0.3773699939135896,5.563771009813426,3.0173103821550084e-06,1.8361749142546644e-08,0.0086146085468753,1.36546470940695e-07,0.0029416916627461,0.0294894396745266,0.702350246271986,2.01,2.01,2.01,3.0,1.0484
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#PLANT_FIBERS/COTTON?DTEX=70@WORLD,"Spinning to yarn, Cotton, 70 dtex, Open-End (Rotor)",0.0244425538478832,12.220465933371187,64.84132476379659,0.0022975031742004,4.8944777284296475,5.547759669752725e-10,2.88330717674718e-08,0.6446374860200772,9.411204881969102,4.997782183231603e-06,3.079904399096602e-08,0.0145381771128667,2.3170700397904357e-07,0.0050107494415906,0.0501790314945772,1.1947570539742984,2.01,2.01,2.01,3.0,1.2314
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#ANIMAL_FIBERS/SILK?DTEX=70@WORLD,"Spinning to yarn, Spun Silk, 70 dtex, Ring Spinning",0.0760210809201623,37.84234332362377,201.38199610343057,0.0071472948780409,15.204604443041603,1.6975448826769872e-09,8.942366791438231e-08,2.008765389217209,29.106848813719697,1.5244738097307562e-05,9.494276564195323e-08,0.045061262506117,7.181107096902362e-07,0.0155813511549804,0.1558962073093901,3.710828710973544,2.0,2.0,2.0,3.0,2.445
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#CELLULOSE_BASED_FIBERS/MMCF?DTEX=330@WORLD,"Spinning to yarn, MMCF (Rayon, Viscose, Lyocell), 330 dtex, Open-End (Rotor)",0.0055269753204653,2.8260123206428776,14.77319431388835,0.0005187760073667,1.1138424845053687,1.358663792407989e-10,6.614848486740634e-09,0.1443013576396085,2.19137093225371,1.2457452570626791e-06,7.287689767628971e-09,0.003349538996806,5.3343726993917145e-08,0.0011340686098381,0.0114115833668363,0.2720080821866176,2.03,2.03,2.03,3.0,1.1176
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#ANIMAL_FIBERS/WOOL_WOOLEN?DTEX=120@WORLD,"Spinning to yarn, Woollen Wool, 120 dtex, Ring Spinning",0.0192014901411103,10.03926265628846,53.3452621218329,0.0017954774681011,4.015454574343764,4.824757326163876e-10,2.3502087193829976e-08,0.4970174928668104,7.626872952628954,4.724310435527991e-06,2.8008911007530984e-08,0.0129508436013667,1.842412430294177e-07,0.0039348878105584,0.0394781539419656,0.9451762181966014,2.08,2.08,2.08,3.0,1.3072
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#SYNTHETIC_FIBERS/POLYESTER?DTEX=370@WORLD,"Spinning to yarn, Polyester (PET, PBT, PTT, PLA etc), 370 dtex, Open-End (Rotor)",0.0045028130282587,2.320493775928236,12.082775307800391,0.0004223730635189,0.9105719162863452,1.1341092842880865e-10,5.417645348530651e-09,0.1171427936639441,1.8020145126137104,1.048620389464197e-06,6.045000574683411e-09,0.0027568233102164,4.3694181039714915e-08,0.0009241270818828,0.0093124984713244,0.2220591201610682,2.04,2.04,2.04,3.0,1.0394
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#CELLULOSE_BASED_FIBERS/MMCF?DTEX=45@WORLD,"Spinning to yarn, MMCF (Rayon, Viscose, Lyocell), 45 dtex, Open-End (Rotor)",0.0446400480468556,22.26297303513805,118.37695971433352,0.0041964271434171,8.936516448264163,1.0028963262290392e-09,5.257802838015312e-08,1.1786328444462737,17.12595383313041,9.025992856597172e-06,5.601391615229518e-08,0.0265326124756143,4.2218611564108884e-07,0.0091499977286148,0.0915735241869868,2.1800854801912566,2.0,2.0,2.0,3.0,1.136
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/MELT_DTY#SYNTHETIC_FIBERS/ELASTANE@WORLD,"Spinning to filament, Elastane (Spandex/Lycra), Melt Spinning (FDY/DTY)",0.0042505828551751,2.4859802270727145,16.49204329743242,0.000366442901103,1.161664039666524,1.3622405243293828e-10,5.338489299704226e-09,0.1005354410674102,1.8097278722454289,1.3660078409644287e-06,1.52226968067062e-08,0.0033192962182493,4.0364917958743425e-08,0.0009211976972109,0.0095007513964331,0.2118381616188673,2.06,2.06,2.06,3.0,1.0309
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#ANIMAL_FIBERS/WOOL_WOOLEN?DTEX=370@WORLD,"Spinning to yarn, Woollen Wool, 370 dtex, Ring Spinning",0.0063350578966335,3.645498889632637,19.26989189786999,0.0005857138941962,1.4425290447788073,1.969354183905011e-10,8.366402265125277e-09,0.156769350063459,2.713955976896147,2.163962626261033e-06,1.1898343196439934e-08,0.0053276514933802,6.289886953734408e-08,0.0012979897036862,0.013108317931497,0.3174853820753749,2.21,2.1,2.21,3.0,1.1236
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#SYNTHETIC_FIBERS/POLYESTER?DTEX=170@WORLD,"Spinning to yarn, Polyester (PET, PBT, PTT, PLA etc), 170 dtex, Ring Spinning",0.0163088456081321,8.236156354248715,43.654635183433555,0.001530723916082,3.292765459601177,3.787461344286111e-10,1.937790013883154e-08,0.4282245779884998,6.340182656268216,3.4965292533764964e-06,2.1206245726866362e-08,0.0099499454532094,1.5518120186384897e-07,0.0033428524140592,0.033515024317942,0.7981123499349105,2.02,2.02,2.02,3.0,1.065
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#SYNTHETIC_FIBERS/POLYAMIDE?DTEX=120@WORLD,"Spinning to yarn, Polyamides (Nylon 6, Nylon 6.6, PA 11, PA 12,…), 120 dtex, Open-End (Rotor)",0.0192503136174782,9.655046787486317,51.18480855156725,0.0018088435350437,3.862777272070732,4.407473007638238e-10,2.2758820927800633e-08,0.5070066582694372,7.435966382095647,3.993468529249639e-06,2.447407379268285e-08,0.0115225331620676,1.8277994133830697e-07,0.0039464350629645,0.0395372633052017,0.9415185992343114,2.01,2.01,2.01,3.0,1.0496
